SMI-Family
ISIN;CH0009980894;;;;;;CH0000222130;;;;CH0004147150;CH0004147192;CH0004147242
SYMBOL;SMI ;;;;;;SMIC;;;;SSPRC;SSPRA;SSPRM
NAME;SMI®;;;;;;SMIC;;;;SMI® Current;SMI® Daily;SMI® Monthly
;Price-Index;;;;;;Total-Return;;;;Spread %;aver. Sp. %;aver. Sp. %
YTDPerf.%;-7.200;-7.700;-7.020;-7.460;-7.660;-7.680;-3.990;-4.500;-3.800;-4.260;-50.000;-33.340;-100.000;
Date;Open;Close;High;Low;Bid;Ask;  Open  ; Close  ; High   ;  Low   ;Close;Close;Close
26.03.2009;4977.89;4966.74;5001.83;4897.65;4959.24;4967.75;7493.02;7476.23;7529.05;7372.23;00.17;00.11;                                                ;
25.03.2009;4918.56;4970.38;5006.92;4901.81;4969.61;4973.00;7403.71;7481.71;7536.71;7378.50;00.07;00.11;                                                ;
24.03.2009;4986.43;4923.66;4995.46;4886.74;4920.97;4924.98;7505.87;7411.39;7519.46;7355.80;00.08;00.11;                                                ;
23.03.2009;4863.28;4931.07;4931.07;4829.59;4926.62;4932.65;7320.50;7422.54;7422.54;7269.78;00.12;00.11;                                                ;
20.03.2009;4727.23;4787.18;4842.24;4721.08;4784.83;4788.75;7114.88;7205.10;7287.98;7105.62;00.08;00.11;                                                ;
19.03.2009;4826.66;4794.64;4901.66;4765.40;4792.12;4796.02;7264.53;7216.33;7377.41;7172.32;00.08;00.10;                                                ;
18.03.2009;4839.88;4783.32;4871.39;4729.76;4780.59;4783.82;7284.43;7199.30;7331.85;7118.68;00.07;00.09;                                                ;
17.03.2009;4766.89;4813.78;4826.36;4741.60;4810.24;4814.25;7174.13;7244.70;7263.63;7136.07;00.08;00.11;                                                ;
16.03.2009;4788.44;4816.43;4823.38;4750.29;4812.21;4816.54;7206.56;7248.69;7259.14;7149.14;00.09;00.11;                                                ;
13.03.2009;4713.06;4726.74;4774.72;4683.73;4722.02;4727.16;7049.16;7069.63;7141.40;7005.30;00.11;00.11;                                                ;
12.03.2009;4556.86;4645.78;4694.09;4482.27;4644.89;4648.25;6815.54;6948.54;7020.79;6703.97;00.07;00.12;                                                ;
11.03.2009;4507.60;4576.97;4626.61;4486.99;4575.02;4578.83;6741.87;6845.62;6919.86;6711.04;00.08;00.12;                                                ;
10.03.2009;4296.57;4512.55;4531.75;4296.47;4506.47;4513.07;6426.24;6749.28;6777.99;6426.09;00.15;00.11;                                                ;
09.03.2009;4319.67;4307.67;4345.05;4234.96;4306.02;4309.02;6460.79;6442.84;6498.74;6334.08;00.07;00.13;                                                ;
06.03.2009;4380.23;4311.61;4419.14;4311.61;4310.79;4314.85;6551.37;6448.73;6609.56;6448.73;00.09;00.13;                                                ;
05.03.2009;4434.89;4390.18;4503.63;4390.18;4388.28;4392.03;6633.11;6566.25;6735.93;6566.25;00.09;00.12;                                                ;
04.03.2009;4402.15;4463.67;4470.39;4349.62;4463.31;4466.84;6584.14;6676.16;6686.21;6505.59;00.08;00.12;                                                ;
03.03.2009;4472.25;4358.00;4519.76;4357.00;4357.58;4362.37;6688.99;6518.11;6760.05;6516.62;00.11;00.12;                                                ;
02.03.2009;4576.77;4438.27;4576.77;4438.27;4436.81;4442.78;6845.32;6638.17;6845.32;6638.17;00.13;00.11;                                                ;
27.02.2009;4674.98;4690.67;4690.67;4608.82;4684.47;4691.34;6992.21;7015.68;7015.68;6893.25;00.15;00.11;00.11;
26.02.2009;4784.02;4770.78;4802.18;4721.81;4767.80;4771.89;7089.19;7069.56;7116.10;6996.99;00.09;00.11;                                                ;
25.02.2009;4774.51;4702.50;4791.90;4660.87;4699.72;4703.23;7075.09;6968.38;7100.85;6906.69;00.07;00.11;                                                ;
24.02.2009;4750.92;4723.02;4776.74;4668.83;4721.29;4724.65;7040.14;6998.79;7078.39;6918.49;00.07;00.11;                                                ;
23.02.2009;4898.60;4797.12;4939.35;4788.45;4795.21;4800.53;7258.96;7108.59;7319.35;7095.74;00.11;00.11;                                                ;
20.02.2009;4920.74;4851.22;4946.63;4808.45;4850.60;4854.25;7291.78;7188.75;7330.15;7125.38;00.08;00.11;                                                ;
19.02.2009;5001.84;4990.52;5048.68;4965.27;4986.67;4992.37;7411.95;7395.18;7481.36;7357.77;00.11;00.10;                                                ;
18.02.2009;4959.21;4955.47;4997.19;4911.04;4955.04;4959.13;7348.78;7343.24;7405.07;7277.40;00.08;00.10;                                                ;
17.02.2009;5003.18;4941.31;5029.00;4936.98;4939.86;4944.01;7413.94;7322.26;7452.21;7315.84;00.08;00.10;                                                ;
16.02.2009;5097.50;5077.62;5114.54;5076.74;5076.99;5081.70;7553.71;7524.25;7578.95;7522.94;00.09;00.09;                                                ;
13.02.2009;5153.16;5126.84;5202.53;5090.71;5125.23;5129.14;7636.19;7597.19;7709.35;7543.65;00.08;00.10;                                                ;
12.02.2009;5097.96;5106.67;5137.74;5062.32;5102.64;5107.69;7554.40;7567.30;7613.34;7501.58;00.10;00.11;                                                ;
11.02.2009;5083.89;5123.77;5167.80;5054.84;5123.08;5127.46;7533.55;7592.64;7657.89;7490.50;00.09;00.11;                                                ;
10.02.2009;5146.33;5144.69;5235.18;5107.46;5143.29;5146.96;7626.07;7623.64;7757.74;7568.47;00.07;00.10;                                                ;
09.02.2009;5101.29;5158.50;5177.33;5076.31;5157.42;5162.53;7559.33;7644.11;7672.01;7522.31;00.10;00.10;                                                ;
06.02.2009;5147.37;5123.09;5152.85;5052.65;5119.26;5123.74;7627.61;7591.63;7635.73;7487.24;00.09;00.11;                                                ;
05.02.2009;5126.43;5106.86;5141.15;5005.24;5105.57;5109.78;7596.58;7567.57;7618.39;7416.99;00.08;00.11;                                                ;
04.02.2009;5191.08;5225.46;5227.69;5142.15;5223.31;5226.58;7692.38;7743.33;7746.63;7619.87;00.06;00.10;                                                ;
03.02.2009;5201.26;5217.61;5246.38;5142.26;5215.95;5220.19;7707.46;7731.69;7774.33;7620.04;00.08;00.11;                                                ;
02.02.2009;5251.01;5166.96;5259.15;5140.38;5164.58;5168.48;7781.18;7656.63;7793.25;7617.25;00.08;00.11;                                                ;
30.01.2009;5283.65;5290.05;5326.30;5205.91;5282.83;5290.61;7829.55;7839.04;7892.76;7714.35;00.15;00.10;00.11;
29.01.2009;5364.62;5272.90;5369.44;5241.82;5271.83;5275.52;7949.54;7813.62;7956.69;7767.57;00.07;00.10;                                                ;
28.01.2009;5352.27;5417.93;5454.25;5338.59;5415.74;5420.28;7931.24;8028.53;8082.36;7910.97;00.08;00.10;                                                ;
27.01.2009;5440.84;5348.91;5442.38;5291.15;5347.65;5352.58;8062.48;7926.26;8064.77;7840.67;00.09;00.11;                                                ;
26.01.2009;5299.64;5417.07;5457.00;5299.12;5411.86;5418.80;7853.25;8027.26;8086.43;7852.48;00.13;00.12;                                                ;
23.01.2009;5326.56;5306.91;5351.90;5194.61;5303.32;5310.32;7893.15;7864.03;7930.69;7697.61;00.13;00.13;                                                ;
22.01.2009;5402.73;5329.44;5459.59;5307.50;5326.89;5331.39;8006.01;7897.41;8090.27;7864.90;00.08;00.11;                                                ;
21.01.2009;5291.66;5304.17;5376.52;5248.87;5301.94;5306.22;7841.42;7859.97;7967.18;7778.02;00.08;00.12;                                                ;
20.01.2009;5413.28;5321.00;5430.39;5313.99;5318.37;5323.14;8021.65;7884.91;8047.00;7874.52;00.09;00.12;                                                ;
19.01.2009;5496.68;5381.37;5517.35;5318.73;5380.17;5384.56;8145.24;7974.37;8175.87;7881.54;00.08;00.11;                                                ;
16.01.2009;5497.42;5435.54;5511.16;5429.28;5433.06;5439.32;8146.33;8054.63;8166.69;8045.36;00.12;00.12;                                                ;
15.01.2009;5416.10;5382.44;5448.01;5330.10;5379.15;5384.90;8025.82;7975.95;8073.11;7898.39;00.11;00.12;                                                ;
14.01.2009;5584.02;5378.81;5586.24;5329.37;5377.11;5382.23;8274.65;7970.57;8277.95;7897.31;00.10;00.11;                                                ;
13.01.2009;5568.36;5534.33;5568.36;5452.02;5531.66;5538.29;8251.45;8201.03;8251.45;8079.06;00.12;00.10;                                                ;
12.01.2009;5657.10;5591.79;5666.82;5588.18;5589.16;5595.01;8382.96;8286.17;8397.36;8280.82;00.10;00.11;                                                ;
09.01.2009;5753.55;5697.24;5753.66;5648.01;5695.40;5699.78;8525.87;8442.43;8526.04;8369.47;00.08;00.11;                                                ;
08.01.2009;5697.53;5751.07;5764.42;5679.12;5747.76;5752.51;8442.86;8522.20;8541.98;8415.59;00.08;00.11;                                                ;
07.01.2009;5778.02;5761.69;5806.00;5731.70;5758.36;5763.52;8562.14;8537.94;8603.60;8493.49;00.09;00.11;                                                ;
06.01.2009;5778.76;5799.31;5881.47;5731.32;5793.60;5801.53;8563.23;8593.68;8715.44;8492.94;00.14;00.11;                                                ;
05.01.2009;5734.13;5756.09;5772.73;5696.37;5748.94;5756.80;8497.09;8529.64;8554.30;8441.14;00.14;00.10;                                                ;
30.12.2008;5528.69;5534.53;5582.12;5513.85;5528.22;5537.50;8192.67;8201.32;8271.84;8170.68;00.17;00.12;00.13;
29.12.2008;5416.59;5464.96;5517.89;5393.98;5461.80;5468.06;8026.55;8098.23;8176.67;7993.05;00.11;00.11;                                                ;
23.12.2008;5449.90;5399.58;5485.97;5399.05;5398.79;5403.42;8075.91;8001.35;8129.36;8000.56;00.09;00.13;                                                ;
22.12.2008;5424.06;5419.52;5493.69;5402.38;5417.86;5423.46;8037.62;8030.89;8140.80;8005.50;00.10;00.13;                                                ;
19.12.2008;5448.86;5459.86;5530.77;5389.75;5457.18;5464.67;8074.38;8090.68;8195.74;7986.79;00.14;00.12;                                                ;
18.12.2008;5595.27;5515.05;5628.44;5484.02;5512.81;5518.56;8291.33;8172.46;8340.48;8126.47;00.10;00.12;                                                ;
17.12.2008;5638.10;5548.20;5651.72;5489.92;5545.47;5549.63;8354.80;8221.58;8374.97;8135.22;00.07;00.13;                                                ;
16.12.2008;5524.29;5567.14;5580.49;5479.34;5564.97;5570.32;8186.15;8249.65;8269.43;8119.53;00.10;00.12;                                                ;
15.12.2008;5676.34;5526.54;5702.20;5493.30;5524.76;5529.83;8411.46;8189.49;8449.78;8140.22;00.09;00.13;                                                ;
12.12.2008;5534.74;5636.17;5654.80;5492.64;5632.49;5636.76;8201.63;8351.94;8379.55;8139.24;00.08;00.15;                                                ;
11.12.2008;5712.37;5729.85;5744.79;5629.07;5726.36;5730.83;8464.85;8490.75;8512.90;8341.41;00.08;00.13;                                                ;
10.12.2008;5812.96;5751.91;5856.35;5711.15;5748.67;5752.82;8613.91;8523.45;8678.21;8463.05;00.07;00.11;                                                ;
09.12.2008;5769.61;5845.56;5910.04;5733.14;5843.97;5851.25;8549.67;8662.22;8757.77;8495.63;00.12;00.12;                                                ;
08.12.2008;5787.03;5818.82;5818.82;5701.41;5810.98;5820.24;8575.49;8622.59;8622.59;8448.62;00.16;00.12;                                                ;
05.12.2008;5573.54;5530.84;5604.82;5455.89;5527.27;5532.35;8259.13;8195.85;8305.49;8084.80;00.09;00.14;                                                ;
04.12.2008;5562.00;5649.14;5724.90;5526.09;5645.37;5651.07;8242.02;8371.15;8483.41;8188.81;00.10;00.14;                                                ;
03.12.2008;5510.18;5604.24;5617.17;5414.88;5600.46;5605.17;8165.23;8304.61;8323.78;8024.02;00.08;00.14;                                                ;
02.12.2008;5471.28;5537.59;5575.48;5403.72;5535.23;5539.86;8107.60;8205.85;8262.00;8007.47;00.08;00.14;                                                ;
01.12.2008;5786.90;5527.58;5790.10;5514.81;5525.85;5532.72;8575.29;8191.02;8580.03;8172.10;00.12;00.14;                                                ;
28.11.2008;5656.49;5816.60;5816.60;5613.47;5811.79;5817.95;8382.04;8619.30;8619.30;8318.30;00.11;00.11;00.14;
27.11.2008;5521.00;5640.80;5640.80;5513.60;5637.51;5643.53;8181.27;8358.79;8358.79;8170.30;00.11;00.13;                                                ;
26.11.2008;5433.63;5498.56;5515.51;5326.38;5495.80;5499.95;8051.80;8148.02;8173.13;7892.88;00.08;00.14;                                                ;
25.11.2008;5393.73;5478.39;5609.95;5389.91;5476.69;5481.83;7992.68;8118.12;8313.08;7987.02;00.09;00.15;                                                ;
24.11.2008;5236.56;5466.40;5470.18;5192.65;5464.52;5470.18;7759.78;8100.37;8105.96;7694.71;00.10;00.14;                                                ;
21.11.2008;5361.54;5144.02;5374.87;5034.41;5140.07;5144.73;7944.97;7622.65;7964.72;7460.22;00.09;00.16;                                                ;
20.11.2008;5426.53;5306.10;5443.14;5172.84;5305.53;5312.87;8041.28;7862.82;8065.89;7665.35;00.14;00.16;                                                ;
19.11.2008;5703.57;5524.06;5714.24;5476.20;5520.35;5526.59;8451.81;8185.81;8467.62;8114.89;00.11;00.13;                                                ;
18.11.2008;5662.75;5675.58;5730.28;5547.01;5673.88;5678.65;8391.33;8410.34;8491.39;8219.81;00.08;00.14;                                                ;
17.11.2008;5805.43;5646.43;5845.55;5615.39;5644.87;5649.95;8602.75;8367.14;8662.21;8321.15;00.09;00.15;                                                ;
14.11.2008;5878.96;5834.75;5901.08;5786.90;5828.88;5836.78;8711.71;8646.20;8744.49;8575.30;00.14;00.15;                                                ;
13.11.2008;5646.13;5740.04;5761.48;5645.75;5735.54;5741.15;8366.70;8505.86;8537.62;8366.13;00.10;00.15;                                                ;
12.11.2008;5957.97;5702.86;5970.93;5668.13;5701.05;5706.97;8828.80;8450.76;8847.99;8399.29;00.10;00.13;                                                ;
11.11.2008;5979.37;5880.79;6038.33;5830.96;5878.60;5883.77;8860.50;8714.43;8947.88;8640.59;00.09;00.13;                                                ;
10.11.2008;6166.46;6090.62;6232.98;6083.60;6089.40;6094.13;9137.75;9025.37;9236.31;9014.96;00.08;00.12;                                                ;
07.11.2008;5966.01;6008.16;6071.59;5928.25;6005.07;6011.86;8840.70;8903.17;8997.16;8784.75;00.11;00.15;                                                ;
06.11.2008;6027.54;5924.90;6154.28;5882.46;5921.56;5928.58;8931.88;8779.79;9119.69;8716.89;00.12;00.15;                                                ;
05.11.2008;6339.74;6177.15;6343.10;6167.49;6174.20;6182.55;9394.52;9153.58;9399.49;9139.27;00.14;00.13;                                                ;
04.11.2008;6256.87;6399.98;6419.04;6229.86;6398.96;6403.70;9271.72;9483.79;9512.03;9231.70;00.07;00.12;                                                ;
03.11.2008;6227.35;6233.88;6233.88;6103.76;6230.08;6236.34;9227.98;9237.65;9237.65;9044.83;00.10;00.12;                                                ;
31.10.2008;5838.35;6153.21;6153.21;5792.10;6144.46;6154.03;8651.54;9118.10;9118.10;8583.00;00.16;00.14;00.14;
30.10.2008;6012.06;5842.34;6037.89;5720.20;5839.72;5844.65;8908.94;8657.45;8947.22;8476.45;00.08;00.14;                                                ;
29.10.2008;5781.77;5880.57;5895.18;5660.16;5875.58;5882.51;8567.70;8714.10;8735.74;8387.49;00.12;00.14;                                                ;
28.10.2008;5593.27;5538.54;5680.41;5475.35;5537.35;5548.47;8288.36;8207.26;8417.50;8113.62;00.20;00.16;                                                ;
27.10.2008;5407.90;5500.95;5614.46;5367.44;5497.22;5502.02;8013.67;8151.55;8319.76;7953.71;00.09;00.16;                                                ;
24.10.2008;5667.24;5675.09;5733.23;5410.94;5669.13;5677.72;8397.97;8409.61;8495.76;8018.18;00.15;00.19;                                                ;
23.10.2008;5965.14;5893.73;6027.09;5763.55;5889.85;5896.47;8839.42;8733.60;8931.21;8540.70;00.11;00.15;                                                ;
